timestamp,open,high,low,close,volume
2026-06-11,728.76,740,724.405,737.76,86330522
2026-06-12,740.71,744.44,735.03,741.75,57079533
2026-06-15,751.85,756.68,751.76,754.83,60176425
2026-06-16,754.55,755.44,749.88,750.33,67093142
2026-06-17,751.29,752.15,739.22,740.96,85945227
2026-06-18,747.76,748.23,743.86,746.74,80875657
2026-06-22,747.7,750.18,743.13,744.39,46628074
2026-06-23,733.81,739.63,732.3,733.58,66846780
2026-06-24,735.17,739.945,730.84,733.24,57439507
2026-06-25,738.91,739.37,729.6,734.3,54128065
